caption,image_path,aesthetic_score
The image depicts three individuals in a domestic setting likely from India given the traditional attire and the style of the staircase. The woman on the left is wearing a Patola Saree which is a type of saree known for its intricate woven designs typically in red and gold. The woman in the center is dressed in a Lehanga Choli a traditional outfit consisting of a skirt blouse and dupatta often worn by women during festive occasions. The man on the right is wearing a Dhoti a garment commonly worn by men in India paired with a shirt. The table is set with traditional Indian crockery including bowls and plates and there are fruits like oranges and grapes suggesting a meal or a gathering. The overall setting and attire indicate a cultural context deeply rooted in Indian traditions.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KanoonKiAwaaz/shot_01679/frame_00001.jpg,0
The woman on the left appears to be wearing traditional attire and is holding something in her hands possibly a phone or a small object. The man in the center seems to be speaking or gesturing towards the other man who is dressed in a formal shirt and tie suggesting he might be addressing him or explaining something. The setting appears to be indoors possibly a home or a formal gathering.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AnthaManaManchike/shot_00423/frame_00002.jpg,0
The lighting condition in the image appears to be natural as it seems to be taken outdoors during the day. The shot type is a Medium Shot focusing on the person from the waist up.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ChandraKumara/shot_00893/frame_00001.jpg,0
"The image appears to be an indoor scene possibly from a historical or dramatic setting. The background features architectural elements that suggest a formal or official building such as columns and a framed picture on the wall. There are no visible landmarks like a museum palace castle or religious building in the background. The composition includes several people in the foreground dressed in what seems to be period attire suggesting a historical context. The individuals appear to be engaged in a conversation or a performance with one person gesturing expressively. The lighting is dim creating a dramatic atmosphere. The text ""Kasper"" is overlaid on the image in the bottom right corner which might indicate a character name or a label for the scene. There are no vehicles objects or other elements in the background that stand out significantly. The relationship between the foreground and background is straightforward with the people in the foreground being the main focus and the background providing context to the setting.",/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KanneManasulu/shot_01830/frame_00001.jpg,0
The background in the image appears to be an outdoor setting with a rural landscape. There are no visible landmarks such as buildings museums palaces castles parks gardens religious buildings monuments theme parks forts hospitals police stations markets offices roads railways airports or bridges. The image primarily features a road that curves through a dry open area with sparse vegetation. In terms of composition the foreground includes a bus traveling on the road. The bus has people standing on its roof which suggests it might be a public transport vehicle in a region where this practice is common. The background consists of an expansive flat terrain with some scattered trees and bushes. The road stretches into the distance curving slightly to the left. The overall scene gives a sense of a remote or less urbanized area.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MayandiKudumbathar/shot_00458/frame_00003.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BajateyRaho/shot_00801/frame_00001.jpg,0
The image depicts three individuals in traditional attire suggesting an Indian cultural context. The person on the left is wearing a kurta paired with a patola saree while the individual on the right is dressed in a lehenga choli. The person in the center appears to be wearing a dhoti and a shirt which are common in Indian attire. The costumes and the overall setting suggest that this scene is from an Indian film or cultural event.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/GolmaalRadhakrishna/shot_01556/frame_00001.jpg,0
The background appears to be an outdoor setting with greenery and hills suggesting a natural landscape. There are no visible landmarks or buildings in the background. The composition focuses on a person in the foreground wearing traditional attire which includes a red garment and a necklace. The person's hand is raised possibly gesturing or speaking. The relationship between the foreground and background is that the person is in the foreground while the natural landscape forms the background. There are no vehicles objects or other elements present in the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SantGyaneshwar/shot_00019/frame_00001.jpg,0
The image appears to be taken in natural lighting as indicated by the soft shadows and the presence of foliage in the background. The shot type is a Close Up.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ChandraKumara/shot_00529/frame_00010.jpg,0
The image appears to be taken indoors possibly in a building or a police station given the presence of uniformed personnel. The background includes several individuals standing some of whom appear to be in uniform suggesting a formal or official setting. The foreground features a person in casual attire being directed by another individual in a uniform indicating an interaction that could be part of a scene from a film or television show. There are no visible vehicles landmarks or other distinct elements in the background or foreground. The composition focuses on the interaction between the two individuals in the center with the background figures providing context to the setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SarkarDada/shot_01028/frame_00001.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PoovaThalaya/shot_00804/frame_00001.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/London Dreams/shot_02093/frame_00003.jpg,0
The image appears to be an indoor scene possibly from a film or television show. The setting includes three individuals standing in what looks like a room with a simple somewhat plain background. There are no visible landmarks or specific structures that suggest a particular location. The individuals are positioned in the foreground and there are no vehicles objects or additional elements in the background. The composition focuses on the interaction between the three people with no significant foreground-background relationships other than their positioning within the frame. The overall atmosphere seems to be casual but the exact context or purpose of the scene is not clear from the image alone.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SambhavamiYugeYuge/shot_02097/frame_00001.jpg,0
The background appears to be an indoor setting possibly a room in a house or a similar structure. There is a window with bars visible on the left side of the image suggesting it might be a residential or institutional building. The wall behind the person has some hanging items which could be decorations or functional objects like a switchboard or a small shelf. The composition includes the person in the foreground who is the main subject of the image. The hands are clasped together in front of the chest indicating a gesture that could be interpreted as prayer greeting or contemplation. The background elements such as the window and the wall provide context but do not distract from the central figure. The relationship between the foreground and background is straightforward; the person is in focus while the background elements are secondary and serve to establish the setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ThanthuVittenEnnai/shot_00025/frame_00002.jpg,0
The image appears to be taken outdoors likely at a construction site or industrial area. The background includes a clear sky and part of a large vehicle possibly a crane or heavy machinery which is partially visible on the right side of the image. There are two individuals in the scene: one person is hanging from a rope or cable seemingly suspended in mid-air while another person is standing on the ground possibly assisting or observing. The foreground features the large vehicle and the background shows an open sky. The composition suggests a dynamic and potentially hazardous situation possibly related to construction or maintenance work.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/VishnuVijaya/shot_04832/frame_00001.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ToonpurKaSuperrhero/shot_00663/frame_00001.jpg,0
The image depicts an Indian man standing on a balcony gesturing with his hands as he speaks. His facial expression appears to be one of explanation or emphasis. Opposite him a woman in a yellow outfit looks on her expression neutral. The setting suggests a rural backdrop with lush greenery and a clear sky.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ParthanKandaParalokam/shot_01973/frame_00002.jpg,0
This image contains text. Hence invalid.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Nammal/shot_01990/frame_00001.jpg,0
Foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AjayVijay/shot_01933/frame_00006.jpg,0
The image depicts an outdoor scene with a rural setting. The background features a landscape with sparse vegetation and hills. In the mid-ground there are several buildings including what appears to be a white temple with a red roof which is a religious building. There are also other structures that look like residential houses and possibly some utility buildings. The foreground consists of greenery including bushes and trees. The composition includes various elements such as the religious building residential structures and natural vegetation. The relationship between the foreground and background is that the greenery in the foreground leads the viewer's eye towards the buildings in the mid-ground and the landscape in the background. There are no vehicles vehicles or other objects present in the image. The overall scene suggests a peaceful rural environment.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ZindagiJalebi/shot_00608/frame_00002.jpg,0
The lighting condition in the image appears to be artificial as it seems to be indoors with controlled lighting. The shot type is a Medium Shot capturing the upper bodies of three individuals engaged in conversation.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BuddhaMarGaya/shot_00623/frame_00001.jpg,0
The image depicts a vibrant dance scene with a person performing in a colorful dynamic setting. The individual is wearing a sleeveless top with a floral pattern and black shorts which suggests a modern casual style often seen in contemporary dance performances. The background features bright neon lights and smoke effects creating an energetic atmosphere typical of Western-style dance clubs. The attire does not specifically indicate a traditional costume from any particular culture but rather a fusion of modern fashion elements. The scene does not provide enough context to definitively identify the country or the ethnicity of the dancer.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/WeddingPullav/shot_00405/frame_00001.jpg,0
The person in the image appears to be an Indian man wearing a white coat and sunglasses holding a red telephone receiver to his ear. His facial expression seems serious as he listens intently to the call. The background shows shelves with various bottles and jars suggesting a laboratory or medical setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AaradaGaaya/shot_01315/frame_00003.jpg,0
